 date , periode , rgdp , rgdp_g , ngdp , ngdp_g , fp_pb , fp_mb , fp_ib , fp_em , cp_whd , cp_dbt , cp_ibt , cp_ebt , dcvd1 , dcvd2 , k_cs , l , k_gfcf , p , cc , m1 , m1_g , m2 , m2_g , em , dc , cc , em_g , dc_g , cc_g , inf , birate , excrate , excrate_g 
 2018M11 , 74.00 , 100.81 ,0.069%, 135.65 ,0.337%," 3,504,372.21 "," 228,236,236.92 "," 1,785,456,567.58 "," 5,195,495.09 "," 240,027,924.10 "," 25,015,963.63 "," 223,645,427.74 "," 104,041,626.48 ", -   , -   ," 16,785,402.00 "," 126,282,186.00 "," 1,235,502,772,647,590.00 ", 134.56 ,"26,439"," 2,913,030.18 ",0.051%," 5,670,975.24 ",0.061%," 5,195,495.09 "," 25,015,963.63 "," 26,439.40 ",16.790%,5.228%,-2.739%, 3.23 , 6.00 ," 14,696.86 ",-3.176%
 2018M12 , 75.00 , 100.88 ,0.070%, 136.58 ,0.687%," 4,163,421.26 "," 247,595,590.65 "," 1,856,224,648.97 "," 5,886,151.58 "," 269,221,269.85 "," 28,859,876.60 "," 238,097,794.00 "," 114,001,871.23 ", -   , -   ," 16,785,402.00 "," 126,282,186.00 "," 1,235,502,772,647,590.00 ", 135.39 ,"29,436"," 3,042,897.57 ",4.458%," 5,760,046.20 ",1.571%," 5,886,151.58 "," 28,859,876.60 "," 29,435.75 ",13.293%,15.366%,11.333%, 3.13 , 6.00 ," 14,496.95 ",-1.360%
 2019M01 , 76.00 , 100.95 ,0.072%, 137.13 ,0.397%," 543,582.42 "," 157,253,449.55 "," 1,422,030,788.36 "," 5,817,363.19 "," 257,299,599.53 "," 26,251,134.95 "," 227,455,158.44 "," 110,076,551.31 ", -   , -   ," 17,785,758.00 "," 126,282,186.00 "," 1,251,081,229,713,290.00 ", 135.83 ,"27,196"," 2,907,379.94 ",-4.454%," 5,644,985.17 ",-1.998%," 5,817,363.19 "," 26,251,134.95 "," 27,195.62 ",-1.169%,-9.039%,-7.610%, 2.82 , 6.00 ," 14,163.14 ",-2.303%
 2019M02 , 77.00 , 101.03 ,0.073%, 137.12 ,-0.008%," 618,974.81 "," 146,674,391.45 "," 1,285,603,836.56 "," 5,970,261.90 "," 244,818,630.30 "," 22,930,656.34 "," 207,214,656.35 "," 102,692,764.23 ", -   , -   ," 17,785,758.00 "," 131,692,592.00 "," 1,251,081,229,713,290.00 ", 135.72 ,"25,054"," 2,906,953.19 ",-0.015%," 5,670,777.57 ",0.457%," 5,970,261.90 "," 22,930,656.34 "," 25,053.94 ",2.628%,-12.649%,-7.875%, 2.57 , 6.00 ," 14,035.21 ",-0.903%
 2019M03 , 78.00 , 101.10 ,0.075%, 137.37 ,0.186%," 856,832.28 "," 168,369,999.31 "," 1,440,128,438.37 "," 8,956,977.62 "," 252,154,418.38 "," 26,723,441.30 "," 225,398,126.61 "," 114,903,358.19 ", -   , -   ," 17,785,758.00 "," 131,692,592.00 "," 1,251,081,229,713,290.00 ", 135.87 ,"27,283"," 2,950,788.95 ",1.508%," 5,747,246.81 ",1.348%," 8,956,977.62 "," 26,723,441.30 "," 27,283.35 ",50.027%,16.540%,8.898%, 2.48 , 6.00 ," 14,211.00 ",1.252%
 2019M04 , 79.00 , 101.18 ,0.077%, 138.08 ,0.519%," 988,393.70 "," 170,296,040.49 "," 1,480,661,655.36 "," 10,671,171.33 "," 251,151,607.02 "," 26,751,105.55 "," 223,310,962.25 "," 111,953,680.13 ", -   , -   ," 17,785,758.00 "," 131,692,592.00 "," 1,271,168,338,180,490.00 ", 136.47 ,"26,956"," 2,974,498.33 ",0.803%," 5,746,731.77 ",-0.009%," 10,671,171.33 "," 26,751,105.55 "," 26,955.81 ",19.138%,0.104%,-1.201%, 2.83 , 6.00 ," 14,142.58 ",-0.481%
 2019M05 , 80.00 , 101.26 ,0.078%, 139.13 ,0.760%," 844,969.15 "," 191,172,467.23 "," 1,609,694,552.52 "," 12,815,686.14 "," 321,913,268.77 "," 32,306,688.40 "," 247,833,773.17 "," 128,884,877.70 ", -   , -   ," 17,785,758.00 "," 131,692,592.00 "," 1,271,168,338,180,490.00 ", 137.40 ,"29,666"," 3,098,313.53 ",4.163%," 5,860,508.75 ",1.980%," 12,815,686.14 "," 32,306,688.40 "," 29,665.57 ",20.096%,20.768%,10.053%, 3.32 , 6.00 ," 14,392.81 ",1.769%
 2019M06 , 81.00 , 101.34 ,0.078%, 140.01 ,0.632%," 997,985.62 "," 164,851,481.58 "," 1,422,170,643.23 "," 11,874,500.19 "," 247,421,652.39 "," 26,697,082.12 "," 177,481,757.94 "," 92,244,501.38 ", -   , -   ," 17,785,758.00 "," 131,692,592.00 "," 1,271,168,338,180,490.00 ", 138.16 ,"25,193"," 3,102,493.47 ",0.135%," 5,908,509.27 ",0.819%," 11,874,500.19 "," 26,697,082.12 "," 25,192.74 ",-7.344%,-17.364%,-15.078%, 3.28 , 6.00 ," 14,226.53 ",-1.155%
 2019M07 , 82.00 , 101.42 ,0.078%, 140.56 ,0.389%," 906,370.68 "," 200,490,935.65 "," 1,573,341,546.68 "," 12,939,442.66 "," 296,305,887.32 "," 29,000,285.58 "," 233,216,754.53 "," 115,988,169.21 ", -   , -   ," 17,785,758.00 "," 131,692,592.00 "," 1,294,775,516,419,020.00 ", 138.59 ,"29,000"," 3,081,190.71 ",-0.687%," 5,941,133.10 ",0.552%," 12,939,442.66 "," 29,000,285.58 "," 28,999.85 ",8.968%,8.627%,15.112%, 3.32 , 5.75 ," 14,043.91 ",-1.284%
 2019M08 , 83.00 , 101.50 ,0.075%, 140.82 ,0.191%," 2,900,490.53 "," 220,708,179.76 "," 1,920,788,873.13 "," 12,878,102.65 "," 261,828,428.86 "," 27,010,906.22 "," 230,706,891.55 "," 99,895,331.92 ", -   , -   ," 17,785,758.00 "," 128,755,271.00 "," 1,294,775,516,419,020.00 ", 138.75 ,"27,388"," 3,055,248.98 ",-0.842%," 5,934,561.51 ",-0.111%," 12,878,102.65 "," 27,010,906.22 "," 27,387.99 ",-0.474%,-6.860%,-5.558%, 3.49 , 5.50 ," 14,242.05 ",1.411%
 2019M09 , 84.00 , 101.57 ,0.070%, 140.54 ,-0.204%," 2,745,612.15 "," 203,369,647.64 "," 1,861,996,212.84 "," 13,820,413.33 "," 259,759,685.85 "," 26,527,526.84 "," 209,983,597.79 "," 98,236,452.41 ", -   , -   ," 17,785,758.00 "," 128,755,271.00 "," 1,294,775,516,419,020.00 ", 138.37 ,"26,805"," 3,095,289.05 ",1.311%," 6,004,277.17 ",1.175%," 13,820,413.33 "," 26,527,526.84 "," 26,805.09 ",7.317%,-1.790%,-2.128%, 3.39 , 5.25 ," 14,111.10 ",-0.919%
 2019M10 , 85.00 , 101.63 ,0.061%, 140.65 ,0.083%," 3,961,248.96 "," 229,684,955.34 "," 2,583,424,848.18 "," 16,370,714.85 "," 265,920,521.08 "," 27,917,830.78 "," 222,927,887.66 "," 104,206,004.43 ", -   , -   ," 17,785,758.00 "," 128,755,271.00 "," 1,304,346,261,687,200.00 ", 138.40 ,"28,386"," 3,098,607.57 ",0.107%," 6,026,908.50 ",0.377%," 16,370,714.85 "," 27,917,830.78 "," 28,386.29 ",18.453%,5.241%,5.899%, 3.13 , 5.00 ," 14,117.57 ",0.046%
 2019M11 , 86.00 , 101.68 ,0.047%, 140.92 ,0.191%," 3,504,372.21 "," 228,236,236.92 "," 1,785,456,567.58 "," 16,080,700.90 "," 263,517,322.99 "," 28,180,446.08 "," 214,668,877.95 "," 99,836,841.39 ", -   , -   ," 17,785,758.00 "," 128,755,271.00 "," 1,304,346,261,687,200.00 ", 138.60 ,"27,811"," 3,171,154.07 ",2.341%," 6,074,377.02 ",0.788%," 16,080,700.90 "," 28,180,446.08 "," 27,811.20 ",-1.772%,0.941%,-2.026%, 3.00 , 5.00 ," 14,068.71 ",-0.346%
 2019M12 , 87.00 , 101.70 ,0.025%, 141.44 ,0.364%," 4,163,421.26 "," 247,595,590.65 "," 1,856,224,648.97 "," 16,970,132.84 "," 282,367,994.98 "," 32,608,448.10 "," 228,595,553.00 "," 109,746,716.61 ", -   , -   ," 17,785,758.00 "," 128,755,271.00 "," 1,304,346,261,687,200.00 ", 139.07 ,"31,907"," 3,256,902.11 ",2.704%," 6,136,776.54 ",1.027%," 16,970,132.84 "," 32,608,448.10 "," 31,907.30 ",5.531%,15.713%,14.728%, 2.72 , 5.00 ," 14,017.45 ",-0.364%
 2020M01 , 88.00 , 101.70 ,-0.006%, 108.23 ,-23.475%," 10,696,422.89 "," 354,705,179.38 "," 1,879,642,383.39 "," 15,872,433.34 "," 263,373,816.72 "," 29,413,622.01 "," 212,210,398.11 "," 100,501,669.48 ", -   , -   ,," 128,755,271.00 "," 1,279,502,811,129,920.00 ", 106.43 ,"27,656"," 3,125,160.13 ",-4.045%," 6,047,998.56 ",-1.447%," 15,872,433.34 "," 29,413,622.01 "," 27,656.00 ",-6.468%,-9.798%,-13.324%, 2.68 , 5.00 ," 13,732.23 ",-2.035%
 2020M02 , 89.00 , 101.65 ,-0.048%, 108.63 ,0.365%," 8,111,913.51 "," 342,219,137.48 "," 1,729,899,558.13 "," 15,178,625.21 "," 255,307,681.67 "," 27,881,077.99 "," 204,955,294.14 "," 95,588,699.47 ", -   , -   ,," 133,292,866.00 "," 1,279,502,811,129,920.00 ", 106.87 ,"25,005"," 3,136,253.78 ",0.355%," 6,118,513.75 ",1.166%," 15,178,625.21 "," 27,881,077.99 "," 25,004.52 ",-4.371%,-5.210%,-9.587%, 2.98 , 4.75 ," 13,776.15 ",0.320%
 2020M03 , 90.00 , 98.39 ,-3.204%, 106.19 ,-2.244%," 9,760,785.87 "," 384,266,352.14 "," 2,008,612,364.33 "," 15,036,069.58 "," 256,187,476.07 "," 24,939,923.42 "," 207,350,041.09 "," 97,566,045.47 ", 1.00 , -   ,," 133,292,866.00 "," 1,279,502,811,129,920.00 ", 107.93 ,"23,265"," 3,333,033.42 ",6.274%," 6,441,495.23 ",5.279%," 15,036,069.58 "," 24,939,923.42 "," 23,265.31 ",-0.939%,-10.549%,-6.956%, 2.96 , 4.50 ," 15,194.57 ",10.296%
 2020M04 , 91.00 , 96.48 ,-1.936%, 105.38 ,-0.764%," 10,837,473.40 "," 332,767,924.21 "," 1,794,931,108.09 "," 17,552,119.31 "," 212,945,320.10 "," 15,144,021.90 "," 178,928,788.35 "," 87,510,270.04 ", 1.00 , -   ,," 133,292,866.00 "," 1,169,353,961,059,450.00 ", 109.22 ,"15,265"," 3,244,579.68 ",-2.654%," 6,236,651.02 ",-3.180%," 17,552,119.31 "," 15,144,021.90 "," 15,264.93 ",16.733%,-39.278%,-34.388%, 2.67 , 4.50 ," 15,867.43 ",4.428%
 2020M05 , 92.00 , 95.47 ,-1.047%, 104.40 ,-0.929%," 14,368,363.66 "," 333,102,758.10 "," 1,540,212,703.81 "," 15,033,707.95 "," 253,192,975.37 "," 17,637,500.68 "," 185,085,649.00 "," 98,831,074.80 ", 1.00 , -   ,," 133,292,866.00 "," 1,169,353,961,059,450.00 ", 109.35 ,"14,597"," 3,391,325.88 ",4.523%," 6,465,361.63 ",3.667%," 15,033,707.95 "," 17,637,500.68 "," 14,596.84 ",-14.348%,16.465%,-4.377%, 2.19 , 4.50 ," 14,906.19 ",-6.058%
 2020M06 , 93.00 , 96.04 ,0.594%, 104.94 ,0.511%," 11,628,791.04 "," 368,678,590.08 "," 1,772,741,172.91 "," 14,955,261.01 "," 200,445,816.64 "," 19,313,750.34 "," 167,994,668.48 "," 87,396,050.78 ", 1.00 , -   ,," 133,292,866.00 "," 1,169,353,961,059,450.00 ", 109.26 ,"16,587"," 3,363,510.12 ",-0.820%," 6,391,611.86 ",-1.141%," 14,955,261.01 "," 19,313,750.34 "," 16,586.78 ",-0.522%,9.504%,13.633%, 1.96 , 4.25 ," 14,195.95 ",-4.765%
 2020M07 , 94.00 , 96.60 ,0.586%, 106.54 ,1.525%," 20,118,299.82 "," 397,997,887.54 "," 1,829,974,542.79 "," 16,099,555.91 "," 253,800,192.79 "," 23,519,126.86 "," 206,293,596.01 "," 99,508,207.44 ", 1.00 , -   ,," 133,292,866.00 "," 1,212,722,307,306,160.00 ", 110.28 ,"17,538"," 3,422,040.76 ",1.740%," 6,566,671.34 ",2.739%," 16,099,555.91 "," 23,519,126.86 "," 17,538.06 ",7.651%,21.774%,5.735%, 1.54 , 4.00 ," 14,582.41 ",2.722%
 2020M08 , 95.00 , 97.16 ,0.577%, 109.32 ,2.611%," 20,879,160.40 "," 413,055,020.14 "," 1,730,556,089.12 "," 17,230,546.81 "," 252,400,581.62 "," 24,117,888.91 "," 206,015,581.94 "," 97,245,282.72 ", 1.00 , -   ,," 128,454,184.00 "," 1,212,722,307,306,160.00 ", 112.51 ,"17,702"," 3,529,664.11 ",3.145%," 6,730,993.74 ",2.502%," 17,230,546.81 "," 24,117,888.91 "," 17,702.16 ",7.025%,2.546%,0.936%, 1.32 , 4.00 ," 14,724.50 ",0.974%
 2020M09 , 96.00 , 97.55 ,0.402%, 110.03 ,0.652%," 20,717,937.85 "," 422,985,815.77 "," 1,914,178,379.74 "," 17,681,855.76 "," 243,444,854.44 "," 22,593,773.77 "," 206,167,236.87 "," 97,746,573.75 ", 1.00 , -   ,," 128,454,184.00 "," 1,212,722,307,306,160.00 ", 112.79 ,"17,053"," 3,555,654.45 ",0.736%," 6,748,814.34 ",0.265%," 17,681,855.76 "," 22,593,773.77 "," 17,053.40 ",2.619%,-6.319%,-3.665%, 1.42 , 4.00 ," 14,847.95 ",0.838%
 2020M10 , 97.00 , 97.94 ,0.398%, 110.35 ,0.291%," 23,635,906.36 "," 411,423,489.42 "," 1,982,993,231.44 "," 18,793,006.08 "," 260,190,699.01 "," 24,808,717.38 "," 218,645,280.12 "," 103,606,638.11 ", 1.00 , -   ,," 128,454,184.00 "," 1,235,470,608,504,480.00 ", 112.67 ,"16,752"," 3,557,900.52 ",0.063%," 6,782,146.98 ",0.494%," 18,793,006.08 "," 24,808,717.38 "," 16,751.66 ",6.284%,9.803%,-1.769%, 1.44 , 4.00 ," 14,758.47 ",-0.603%
 2020M11 , 98.00 , 98.33 ,0.394%, 110.53 ,0.162%," 21,969,032.37 "," 497,734,804.45 "," 2,138,535,704.42 "," 19,340,829.53 "," 253,618,161.03 "," 25,432,133.01 "," 219,791,802.26 "," 103,916,945.21 ", 1.00 , -   ,," 128,454,184.00 "," 1,235,470,608,504,480.00 ", 112.41 ,"19,393"," 3,615,110.34 ",1.608%," 6,821,198.06 ",0.576%," 19,340,829.53 "," 25,432,133.01 "," 19,393.08 ",2.915%,2.513%,15.768%, 1.59 , 3.75 ," 14,236.81 ",-3.535%
 2020M12 , 99.00 , 98.31 ,-0.013%, 110.19 ,-0.307%," 18,875,762.93 "," 511,185,320.76 "," 2,263,296,023.17 "," 22,135,159.53 "," 286,064,584.04 "," 29,981,971.03 "," 241,971,485.98 "," 116,292,282.62 ", 1.00 , -   ,," 128,454,184.00 "," 1,235,470,608,504,480.00 ", 112.08 ,"20,740"," 3,742,960.11 ",3.537%," 6,905,939.30 ",1.242%," 22,135,159.53 "," 29,981,971.03 "," 20,740.37 ",14.448%,17.890%,6.947%, 1.68 , 3.75 ," 14,165.68 ",-0.500%
 2021M01 , 100.00 , 98.30 ,-0.018%, 110.43 ,0.214%," 17,448,179.33 "," 487,135,225.63 "," 2,162,602,819.63 "," 20,746,479.38 "," 247,661,755.51 "," 26,135,615.43 "," 224,132,438.71 "," 105,599,957.82 ", 1.00 , -   ,," 128,454,184.00 "," 1,291,015,504,091,260.00 ", 112.34 ,"17,757"," 3,605,444.84 ",-3.674%," 6,767,407.65 ",-2.006%," 20,746,479.38 "," 26,135,615.43 "," 17,757.19 ",-6.274%,-12.829%,-14.383%, 1.55 , 3.75 ," 14,061.90 ",-0.733%
 2021M02 , 101.00 , 98.27 ,-0.028%, 110.24 ,-0.171%," 13,959,939.98 "," 467,921,832.55 "," 2,079,624,819.26 "," 19,189,083.10 "," 230,550,698.12 "," 23,918,293.54 "," 209,717,328.37 "," 98,166,359.83 ", 1.00 , -   ,," 131,064,305.00 "," 1,291,015,504,091,260.00 ", 112.18 ,"16,754"," 3,612,459.93 ",0.195%," 6,817,787.91 ",0.744%," 19,189,083.10 "," 23,918,293.54 "," 16,754.41 ",-7.507%,-8.484%,-5.647%, 1.38 , 3.50 ," 14,043.74 ",-0.129%
 2021M03 , 102.00 , 98.17 ,-0.099%, 109.70 ,-0.491%," 194,519.11 "," 571,089,198.02 "," 2,454,558,017.29 "," 21,420,774.89 "," 266,010,639.33 "," 27,625,677.46 "," 245,147,734.78 "," 108,450,157.44 ", 1.00 , -   ,," 131,064,305.00 "," 1,291,015,504,091,260.00 ", 111.74 ,"20,781"," 3,667,048.11 ",1.511%," 6,895,564.12 ",1.141%," 21,420,774.89 "," 27,625,677.46 "," 20,780.92 ",11.630%,15.500%,24.033%, 1.37 , 3.50 ," 14,417.23 ",2.659%
 2021M04 , 103.00 , 98.04 ,-0.130%, 109.87 ,0.156%," 169,057.02 "," 607,842,645.49 "," 2,506,246,135.53 "," 22,848,143.59 "," 272,279,925.91 "," 29,100,561.97 "," 242,221,236.43 "," 115,964,800.54 ", 1.00 , -   ,," 131,064,305.00 "," 1,290,625,213,877,440.00 ", 112.06 ,"19,435"," 3,741,585.38 ",2.033%," 6,964,386.49 ",0.998%," 22,848,143.59 "," 29,100,561.97 "," 19,434.71 ",6.663%,5.339%,-6.478%, 1.42 , 3.50 ," 14,551.05 ",0.928%
 2021M05 , 104.00 , 97.98 ,-0.067%, 110.44 ,0.521%," 124,996.39 "," 570,623,216.53 "," 2,546,846,943.42 "," 23,659,837.71 "," 288,788,460.93 "," 31,938,893.97 "," 233,598,178.85 "," 115,642,192.20 ", 1.00 , -   ,," 131,064,305.00 "," 1,290,625,213,877,440.00 ", 112.72 ,"19,211"," 3,778,311.33 ",0.982%," 7,004,093.08 ",0.570%," 23,659,837.71 "," 31,938,893.97 "," 19,210.81 ",3.553%,9.754%,-1.152%, 1.68 , 3.50 ," 14,333.53 ",-1.495%
 2021M06 , 105.00 , 97.98 ,0.007%, 110.84 ,0.362%," 130,605.21 "," 637,594,343.08 "," 2,809,674,007.91 "," 24,160,774.80 "," 266,596,492.75 "," 27,274,486.59 "," 235,528,359.69 "," 110,641,535.11 ", 1.00 , -   ,," 131,064,305.00 "," 1,290,625,213,877,440.00 ", 113.12 ,"19,236"," 3,865,120.02 ",2.298%," 7,130,061.42 ",1.798%," 24,160,774.80 "," 27,274,486.59 "," 19,235.85 ",2.117%,-14.604%,0.130%, 1.33 , 3.50 ," 14,351.48 ",0.125%
 2021M07 , 106.00 , 98.08 ,0.098%, 110.87 ,0.027%," 156,571.06 "," 649,057,950.78 "," 2,761,622,499.10 "," 25,390,247.20 "," 265,855,764.34 "," 20,718,172.44 "," 237,588,167.15 "," 100,733,306.21 ", 1.00 , 1.00 ,," 131,064,305.00 "," 1,307,725,627,516,950.00 ", 113.04 ,"16,591"," 3,887,573.74 ",0.581%," 7,160,560.33 ",0.428%," 25,390,247.20 "," 20,718,172.44 "," 16,591.05 ",5.089%,-24.038%,-13.749%, 1.52 , 3.50 ," 14,507.38 ",1.086%
 2021M08 , 107.00 , 98.28 ,0.203%, 111.26 ,0.354%," 124,865.60 "," 693,028,014.06 "," 2,775,384,567.93 "," 24,754,101.87 "," 254,151,541.90 "," 24,018,380.37 "," 238,702,638.41 "," 96,400,723.16 ", 1.00 , 1.00 ,," 131,050,523.00 "," 1,307,725,627,516,950.00 ", 113.21 ,"19,107"," 3,905,124.73 ",0.451%," 7,211,500.72 ",0.711%," 24,754,101.87 "," 24,018,380.37 "," 19,106.81 ",-2.505%,15.929%,15.163%, 1.59 , 3.50 ," 14,389.90 ",-0.810%
 2021M09 , 108.00 , 98.58 ,0.303%, 111.65 ,0.347%," 110,066.04 "," 717,661,993.14 "," 3,186,963,938.26 "," 27,637,429.79 "," 252,998,994.50 "," 27,458,368.20 "," 241,408,615.38 "," 115,650,346.21 ", 1.00 , 1.00 ,,," 1,307,725,627,516,950.00 ", 113.26 ,"19,857"," 3,952,792.48 ",1.221%," 7,300,920.64 ",1.240%," 27,637,429.79 "," 27,458,368.20 "," 19,856.50 ",11.648%,14.322%,3.924%, 1.60 , 3.50 ," 14,257.64 ",-0.919%
 2021M10 , 109.00 , 98.95 ,0.376%, 112.09 ,0.393%," 138,094.57 "," 726,558,206.30 "," 3,019,623,316.71 "," 29,231,098.99 "," 259,779,826.02 "," 31,000,439.70 "," 238,727,986.15 "," 113,321,515.49 ", 1.00 , 1.00 ,,," 1,338,487,595,514,350.00 ", 113.28 ,"20,824"," 4,077,722.36 ",3.161%," 7,491,704.38 ",2.613%," 29,231,098.99 "," 31,000,439.70 "," 20,823.73 ",5.766%,12.900%,4.871%, 1.66 , 3.50 ," 14,190.95 ",-0.468%
 2021M11 , 110.00 , 99.35 ,0.407%, 112.96 ,0.779%," 140,891.67 "," 750,361,705.91 "," 3,254,808,066.12 "," 31,297,757.70 "," 257,059,219.04 "," 30,757,078.79 "," 249,426,848.18 "," 114,143,130.08 ", 1.00 , 1.00 ,,," 1,338,487,595,514,350.00 ", 113.70 ,"22,867"," 4,146,223.85 ",1.680%," 7,573,319.90 ",1.089%," 31,297,757.70 "," 30,757,078.79 "," 22,867.40 ",7.070%,-0.785%,9.814%, 1.75 , 3.50 ," 14,270.27 ",0.559%
 2021M12 , 111.00 , 99.78 ,0.432%, 113.73 ,0.680%," 163,413.25 "," 851,990,626.14 "," 2,552,574,290.84 "," 35,100,099.84 "," 281,874,898.08 "," 36,163,942.38 "," 270,316,773.33 "," 136,236,305.76 ", 1.00 , 1.00 ,,," 1,338,487,595,514,350.00 ", 113.98 ,"25,329"," 4,413,956.14 ",6.457%," 7,870,452.85 ",3.923%," 35,100,099.84 "," 36,163,942.38 "," 25,329.13 ",12.149%,17.579%,10.765%, 1.87 , 3.50 ," 14,327.09 ",0.398%
